,ID,Title,Unknown,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,num_ratings,tot_rating,avg_rating
97,98,"Silence of the Lambs, The (1991)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,390,1673,4.28974358974359
98,99,Snow White and the Seven Dwarfs (1937),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,172,638,3.7093023255813953
99,100,Fargo (1996),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,508,2111,4.155511811023622
100,101,Heavy Metal (1981),0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,73,238,3.26027397260274
101,102,"Aristocats, The (1970)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,169,3.1296296296296298
102,103,All Dogs Go to Heaven 2 (1996),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,28,1.8666666666666667
103,104,Theodore Rex (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1.4
104,105,Sgt. Bilko (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74,190,2.5675675675675675
105,106,Diabolique (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,71,205,2.887323943661972
106,107,Moll Flanders (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,147,3.5
107,108,Kids in the Hall: Brain Candy (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,200,3.076923076923077
108,109,Mystery Science Theater 3000: The Movie (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,130,446,3.4307692307692306
109,110,Operation Dumbo Drop (1995),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,31,78,2.5161290322580645
110,111,"Truth About Cats & Dogs, The (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,272,948,3.485294117647059
111,112,Flipper (1996),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,49,2.45
112,113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,37,4.111111111111111
113,114,Wallace & Gromit: The Best of Aardman Animation (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,298,4.447761194029851
114,115,"Haunted World of Edward D. Wood Jr., The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,56,3.7333333333333334
115,116,Cold Comfort Farm (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125,478,3.824
116,117,"Rock, The (1996)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,378,1396,3.693121693121693
117,118,Twister (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,293,942,3.2150170648464163
118,119,Maya Lin: A Strong Clear Vision (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,18,4.5
119,120,Striptease (1996),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,67,150,2.2388059701492535
120,121,Independence Day (ID4) (1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,429,1475,3.438228438228438
121,122,"Cable Guy, The (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,248,2.339622641509434
122,123,"Frighteners, The (1996)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,115,372,3.234782608695652
123,124,Lone Star (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,187,758,4.053475935828877
124,125,Phenomenon (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,244,868,3.557377049180328
125,126,"Spitfire Grill, The (1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97,369,3.804123711340206
126,127,"Godfather, The (1972)",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,413,1769,4.283292978208232
127,128,Supercop (1992),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65,230,3.5384615384615383
128,129,Bound (1996),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,129,493,3.8217054263565893
129,130,Kansas City (1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,52,2.260869565217391
130,131,Breakfast at Tiffany's (1961),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,95,354,3.7263157894736842
131,132,"Wizard of Oz, The (1939)",0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,246,1003,4.0772357723577235
132,133,Gone with the Wind (1939),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,171,662,3.871345029239766
133,134,Citizen Kane (1941),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,198,850,4.292929292929293
134,135,2001: A Space Odyssey (1968),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,259,1028,3.969111969111969
135,136,Mr. Smith Goes to Washington (1939),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105,433,4.123809523809523
136,137,Big Night (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,171,667,3.9005847953216373
137,138,D3: The Mighty Ducks (1996),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,49,2.5789473684210527
138,139,"Love Bug, The (1969)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,139,2.78
139,140,Homeward Bound: The Incredible Journey (1993),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,196,3.2131147540983607
140,141,"20,000 Leagues Under the Sea (1954)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,72,252,3.5
141,142,Bedknobs and Broomsticks (1971),0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57,175,3.0701754385964914
142,143,"Sound of Music, The (1965)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,222,836,3.765765765765766
143,144,Die Hard (1988),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,243,941,3.8724279835390947
144,145,"Lawnmower Man, The (1992)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,65,159,2.4461538461538463
145,146,Unhook the Stars (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,25,2.5
146,147,"Long Kiss Goodnight, The (1996)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,185,642,3.4702702702702704
147,148,"Ghost and the Darkness, The (1996)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,410,3.203125
148,149,Jude (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,69,3.0
149,150,Swingers (1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,157,601,3.828025477707006
150,151,Willy Wonka and the Chocolate Factory (1971),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,326,1184,3.6319018404907975
151,152,Sleeper (1973),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,82,298,3.6341463414634148
152,153,"Fish Called Wanda, A (1988)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,247,935,3.785425101214575
153,154,Monty Python's Life of Brian (1979),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,174,652,3.7471264367816093
154,155,Dirty Dancing (1987),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,98,304,3.1020408163265305
155,156,Reservoir Dogs (1992),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,148,590,3.9864864864864864
156,157,Platoon (1986),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,127,469,3.6929133858267718
157,158,Weekend at Bernie's (1989),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,157,2.6166666666666667
158,159,Basic Instinct (1992),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,101,326,3.227722772277228
159,160,Glengarry Glen Ross (1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69,239,3.463768115942029
160,161,Top Gun (1986),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,220,766,3.481818181818182
161,162,On Golden Pond (1981),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106,377,3.556603773584906
162,163,"Return of the Pink Panther, The (1974)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,327,3.5543478260869565
163,164,"Abyss, The (1989)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,151,542,3.589403973509934
164,165,Jean de Florette (1986),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64,263,4.109375
165,166,Manon of the Spring (Manon des sources) (1986),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58,239,4.120689655172414
166,167,Private Benjamin (1980),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,198,2.955223880597015
167,168,Monty Python and the Holy Grail (1974),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,316,1285,4.0664556962025316
168,169,"Wrong Trousers, The (1993)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,527,4.466101694915254
169,170,Cinema Paradiso (1988),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,121,505,4.1735537190082646
170,171,Delicatessen (1991),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,65,252,3.876923076923077
171,172,"Empire Strikes Back, The (1980)",0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,367,1543,4.204359673024523
172,173,"Princess Bride, The (1987)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,324,1352,4.172839506172839
173,174,Raiders of the Lost Ark (1981),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,1786,4.252380952380952
174,175,Brazil (1985),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,208,794,3.8173076923076925
175,176,Aliens (1986),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,284,1121,3.9471830985915495
176,177,"Good, The Bad and The Ugly, The (1966)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137,529,3.8613138686131387
177,178,12 Angry Men (1957),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,125,543,4.344
178,179,"Clockwork Orange, A (1971)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,221,864,3.909502262443439
179,180,Apocalypse Now (1979),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,221,894,4.04524886877828
180,181,Return of the Jedi (1983),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,507,2032,4.007889546351085
181,182,GoodFellas (1990),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,226,893,3.9513274336283186
182,183,Alien (1979),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,291,1174,4.034364261168385
183,184,Army of Darkness (1993),0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,116,398,3.4310344827586206
184,185,Psycho (1960),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,239,980,4.100418410041841
185,186,"Blues Brothers, The (1980)",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,251,963,3.8366533864541834
186,187,"Godfather: Part II, The (1974)",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,209,875,4.186602870813397
187,188,Full Metal Jacket (1987),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,170,626,3.6823529411764704
188,189,"Grand Day Out, A (1992)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,271,4.106060606060606
189,190,Henry V (1989),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,513,4.137096774193548
190,191,Amadeus (1984),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,276,1149,4.163043478260869
191,192,Raging Bull (1980),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116,478,4.120689655172414
192,193,"Right Stuff, The (1983)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,157,615,3.917197452229299
193,194,"Sting, The (1973)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,241,978,4.058091286307054
194,195,"Terminator, The (1984)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,301,1184,3.9335548172757475
195,196,Dead Poets Society (1989),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,251,983,3.9163346613545817
196,197,"Graduate, The (1967)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,239,981,4.104602510460251
197,198,Nikita (La Femme Nikita) (1990),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,127,509,4.0078740157480315
198,199,"Bridge on the River Kwai, The (1957)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,165,689,4.175757575757576
199,200,"Shining, The (1980)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,206,788,3.825242718446602
200,201,Evil Dead II (1987),0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,89,313,3.5168539325842696
201,202,Groundhog Day (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,280,1054,3.7642857142857142
202,203,Unforgiven (1992),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182,704,3.868131868131868
203,204,Back to the Future (1985),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,350,1342,3.834285714285714
204,205,Patton (1970),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,136,543,3.9926470588235294
